Unnamed: 0,CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Date,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct
5010,14188.0,F,California,50.0,46701.0,2019-12-13,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/13/2019,4000.0,3100.42,12,ELEC30,30.0
5013,17446.0,F,New York,42.0,46795.0,2019-12-13,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/13/2019,4000.0,3100.42,12,ELEC30,30.0
5014,14606.0,F,Chicago,33.0,45879.0,2019-12-06,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5019,17228.0,M,Chicago,42.0,45863.0,2019-12-06,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,Clicked,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5023,14850.0,F,California,21.0,45821.0,2019-12-06,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5027,12836.0,M,Chicago,6.0,45809.0,2019-12-06,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3.0,80.52,6.5,Clicked,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5030,13939.0,M,Chicago,36.0,45834.0,2019-12-06,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5034,16745.0,F,New York,29.0,45846.0,2019-12-06,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5048,13606.0,F,California,28.0,45872.0,2019-12-06,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5049,13494.0,M,California,33.0,45896.0,2019-12-06,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5053,12929.0,F,Chicago,26.0,45919.0,2019-12-06,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,2.0,151.88,6.5,Not Used,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5057,16419.0,F,California,50.0,45927.0,2019-12-06,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Used,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5060,17035.0,F,New York,10.0,45931.0,2019-12-06,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/6/2019,3500.0,1957.58,12,ELEC30,30.0
5064,14606.0,F,Chicago,33.0,48448.0,2019-12-31,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,12/31/2019,4000.0,2058.75,12,ELEC30,30.0
5082,14438.0,F,New York,41.0,48445.0,2019-12-31,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/31/2019,4000.0,2058.75,12,ELEC30,30.0
5084,12956.0,F,Chicago,48.0,48469.0,2019-12-31,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Used,0.1,12/31/2019,4000.0,2058.75,12,ELEC30,30.0
5094,15781.0,M,New Jersey,19.0,48485.0,2019-12-31,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/31/2019,4000.0,2058.75,12,ELEC30,30.0
5097,14410.0,F,New York,45.0,48491.0,2019-12-31,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Not Used,0.1,12/31/2019,4000.0,2058.75,12,ELEC30,30.0
5101,14600.0,F,California,7.0,48496.0,2019-12-31,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,80.52,6.5,Clicked,0.1,12/31/2019,4000.0,2058.75,12,ELEC30,30.0
5103,12471.0,F,California,11.0,47129.0,2019-12-16,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,Used,0.1,12/16/2019,4000.0,3116.98,12,ELEC30,30.0
5109,16814.0,M,California,22.0,47169.0,2019-12-16,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/16/2019,4000.0,3116.98,12,ELEC30,30.0
5114,17362.0,F,California,46.0,47088.0,2019-12-16,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,151.88,6.5,Used,0.1,12/16/2019,4000.0,3116.98,12,ELEC30,30.0
5116,13394.0,M,Washington DC,6.0,47094.0,2019-12-16,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/16/2019,4000.0,3116.98,12,ELEC30,30.0
5121,12502.0,F,California,23.0,47107.0,2019-12-16,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,6.5,Used,0.1,12/16/2019,4000.0,3116.98,12,ELEC30,30.0
5137,16030.0,F,New York,50.0,47146.0,2019-12-16,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,Clicked,0.1,12/16/2019,4000.0,3116.98,12,ELEC30,30.0
5147,14044.0,M,California,49.0,47181.0,2019-12-16,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/16/2019,4000.0,3116.98,12,ELEC30,30.0
5150,15658.0,M,Chicago,24.0,47267.0,2019-12-17,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,12.99,Used,0.1,12/17/2019,4500.0,1658.91,12,ELEC30,30.0
5153,13102.0,F,New York,10.0,47230.0,2019-12-17,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,80.52,6.5,Clicked,0.1,12/17/2019,4500.0,1658.91,12,ELEC30,30.0
5155,16684.0,M,California,43.0,47235.0,2019-12-17,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,12/17/2019,4500.0,1658.91,12,ELEC30,30.0
5170,14044.0,M,California,49.0,47184.0,2019-12-17,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,12.99,Clicked,0.1,12/17/2019,4500.0,1658.91,12,ELEC30,30.0
5196,17381.0,M,New Jersey,17.0,47925.0,2019-12-22,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,5.0,121.3,6.5,Used,0.1,12/22/2019,4500.0,2309.46,12,ELEC30,30.0
5199,17517.0,F,California,20.0,47868.0,2019-12-22,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/22/2019,4500.0,2309.46,12,ELEC30,30.0
5201,17226.0,F,Chicago,22.0,47874.0,2019-12-22,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Not Used,0.1,12/22/2019,4500.0,2309.46,12,ELEC30,30.0
5209,13137.0,M,California,37.0,47889.0,2019-12-22,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3.0,80.52,12.99,Clicked,0.1,12/22/2019,4500.0,2309.46,12,ELEC30,30.0
5231,13725.0,F,Chicago,48.0,47935.0,2019-12-22,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/22/2019,4500.0,2309.46,12,ELEC30,30.0
5245,14180.0,F,California,11.0,45414.0,2019-12-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/2/2019,3000.0,1907.19,12,ELEC30,30.0
5246,15194.0,M,Chicago,33.0,45386.0,2019-12-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/2/2019,3000.0,1907.19,12,ELEC30,30.0
5255,17604.0,F,California,28.0,45373.0,2019-12-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/2/2019,3000.0,1907.19,12,ELEC30,30.0
5264,14006.0,F,New Jersey,3.0,45381.0,2019-12-02,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4.0,80.52,6.5,Used,0.1,12/2/2019,3000.0,1907.19,12,ELEC30,30.0
5266,13600.0,F,California,13.0,45402.0,2019-12-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,121.3,6.5,Clicked,0.1,12/2/2019,3000.0,1907.19,12,ELEC30,30.0
5273,15058.0,M,New Jersey,8.0,45415.0,2019-12-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/2/2019,3000.0,1907.19,12,ELEC30,30.0
5281,14180.0,F,California,11.0,46251.0,2019-12-09,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,151.88,6.5,Clicked,0.1,12/9/2019,3500.0,2481.51,12,ELEC30,30.0
5283,12682.0,F,Chicago,33.0,46267.0,2019-12-09,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/9/2019,3500.0,2481.51,12,ELEC30,30.0
5289,16011.0,M,New Jersey,10.0,46256.0,2019-12-09,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/9/2019,3500.0,2481.51,12,ELEC30,30.0
5292,16110.0,M,Chicago,29.0,46204.0,2019-12-09,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/9/2019,3500.0,2481.51,12,ELEC30,30.0
5311,17376.0,F,New Jersey,34.0,46247.0,2019-12-09,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Used,0.1,12/9/2019,3500.0,2481.51,12,ELEC30,30.0
5314,17685.0,M,Washington DC,37.0,48200.0,2019-12-27,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,80.52,6.5,Used,0.1,12/27/2019,4000.0,3396.87,12,ELEC30,30.0
5319,13069.0,F,New York,38.0,48227.0,2019-12-27,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/27/2019,4000.0,3396.87,12,ELEC30,30.0
5329,13050.0,F,Chicago,10.0,48210.0,2019-12-27,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/27/2019,4000.0,3396.87,12,ELEC30,30.0
5333,17293.0,M,Chicago,16.0,48220.0,2019-12-27,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/27/2019,4000.0,3396.87,12,ELEC30,30.0
5338,13911.0,M,Chicago,30.0,48168.0,2019-12-27,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Used,0.1,12/27/2019,4000.0,3396.87,12,ELEC30,30.0
5345,14194.0,M,Chicago,19.0,48178.0,2019-12-27,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,12.99,Used,0.1,12/27/2019,4000.0,3396.87,12,ELEC30,30.0
5358,14842.0,F,New Jersey,14.0,48207.0,2019-12-27,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/27/2019,4000.0,3396.87,12,ELEC30,30.0
5359,12779.0,F,California,28.0,48023.0,2019-12-24,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5362,13113.0,M,New Jersey,44.0,48030.0,2019-12-24,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,151.88,12.99,Not Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5371,13102.0,F,New York,10.0,48011.0,2019-12-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4.0,121.3,6.5,Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5372,16109.0,F,New York,50.0,48004.0,2019-12-24,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,151.88,12.99,Not Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5373,17291.0,F,Chicago,14.0,48021.0,2019-12-24,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5374,13089.0,F,New Jersey,25.0,45337.0,2019-12-01,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,80.52,6.5,Clicked,0.1,12/1/2019,3000.0,2358.1,12,ELEC30,30.0
5376,15602.0,F,New Jersey,10.0,45267.0,2019-12-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,Clicked,0.1,12/1/2019,3000.0,2358.1,12,ELEC30,30.0
5377,16779.0,M,Washington DC,11.0,45347.0,2019-12-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,12.48,Not Used,0.1,12/1/2019,3000.0,2358.1,12,ELEC30,30.0
5386,17619.0,F,New York,30.0,45274.0,2019-12-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Not Used,0.1,12/1/2019,3000.0,2358.1,12,ELEC30,30.0
5406,12778.0,F,Chicago,42.0,45334.0,2019-12-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.48,Clicked,0.1,12/1/2019,3000.0,2358.1,12,ELEC30,30.0
5410,17256.0,F,New York,43.0,45340.0,2019-12-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.48,Used,0.1,12/1/2019,3000.0,2358.1,12,ELEC30,30.0
5416,17604.0,F,California,28.0,45360.0,2019-12-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/1/2019,3000.0,2358.1,12,ELEC30,30.0
5423,15808.0,F,California,6.0,48349.0,2019-12-29,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Used,0.1,12/29/2019,4000.0,2546.58,12,ELEC30,30.0
5459,16525.0,F,California,47.0,48343.0,2019-12-29,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/29/2019,4000.0,2546.58,12,ELEC30,30.0
5463,13584.0,M,Chicago,35.0,48323.0,2019-12-29,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Used,0.1,12/29/2019,4000.0,2546.58,12,ELEC30,30.0
5470,15808.0,F,California,6.0,48394.0,2019-12-30,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,19.99,Clicked,0.1,12/30/2019,4000.0,674.31,12,ELEC30,30.0
5473,16745.0,F,New York,29.0,48401.0,2019-12-30,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/30/2019,4000.0,674.31,12,ELEC30,30.0
5480,17105.0,F,New Jersey,38.0,48411.0,2019-12-30,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,80.52,6.5,Used,0.1,12/30/2019,4000.0,674.31,12,ELEC30,30.0
5496,12681.0,M,Chicago,27.0,45429.0,2019-12-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/3/2019,3500.0,2011.57,12,ELEC30,30.0
5500,15358.0,F,New Jersey,35.0,45489.0,2019-12-03,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Not Used,0.1,12/3/2019,3500.0,2011.57,12,ELEC30,30.0
5501,15881.0,M,New York,34.0,45494.0,2019-12-03,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,4.0,151.88,6.5,Used,0.1,12/3/2019,3500.0,2011.57,12,ELEC30,30.0
5507,17375.0,M,New Jersey,21.0,45472.0,2019-12-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,Used,0.1,12/3/2019,3500.0,2011.57,12,ELEC30,30.0
5517,16191.0,M,Chicago,19.0,45488.0,2019-12-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,80.52,6.5,Used,0.1,12/3/2019,3500.0,2011.57,12,ELEC30,30.0
5518,17389.0,F,New York,2.0,45468.0,2019-12-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,80.52,6.5,Clicked,0.1,12/3/2019,3500.0,2011.57,12,ELEC30,30.0
5521,12853.0,M,New York,11.0,45470.0,2019-12-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,12.99,Used,0.1,12/3/2019,3500.0,2011.57,12,ELEC30,30.0
5522,15058.0,M,New Jersey,8.0,45447.0,2019-12-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,12/3/2019,3500.0,2011.57,12,ELEC30,30.0
5534,13113.0,M,New Jersey,44.0,47990.0,2019-12-23,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,80.52,12.99,Clicked,0.1,12/23/2019,4500.0,2199.69,12,ELEC30,30.0
5535,13309.0,M,Chicago,14.0,47966.0,2019-12-23,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,80.52,12.99,Clicked,0.1,12/23/2019,4500.0,2199.69,12,ELEC30,30.0
5549,12842.0,F,New Jersey,27.0,47993.0,2019-12-23,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/23/2019,4500.0,2199.69,12,ELEC30,30.0
5559,14462.0,F,Chicago,42.0,48040.0,2019-12-25,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/25/2019,4000.0,1133.7,12,ELEC30,30.0
5587,15090.0,F,Chicago,17.0,48082.0,2019-12-25,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/25/2019,4000.0,1133.7,12,ELEC30,30.0
5634,15203.0,M,California,19.0,45942.0,2019-12-07,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,2.0,3.05,6.0,Not Used,0.1,12/7/2019,3500.0,3396.14,12,OFF30,30.0
5672,15981.0,F,California,13.0,46151.0,2019-12-08,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,2.0,3.05,6.0,Used,0.1,12/8/2019,3500.0,2671.9,12,OFF30,30.0
5679,12662.0,M,Chicago,21.0,47475.0,2019-12-19,GGOEGOAQ012899,Ballpoint LED Light Pen,Office,2.0,2.04,12.99,Clicked,0.1,12/19/2019,4500.0,2829.71,12,OFF30,30.0
5684,16748.0,M,Chicago,41.0,47542.0,2019-12-19,GGOEGOAQ020099,Four Color Retractable Pen,Office,1.0,3.05,6.0,Not Used,0.1,12/19/2019,4500.0,2829.71,12,OFF30,30.0
5755,17848.0,M,Chicago,25.0,47059.0,2019-12-15,GGOEYFKQ020699,YouTube Custom Decals,Office,10.0,0.51,6.0,Clicked,0.1,12/15/2019,4000.0,3577.45,12,OFF30,30.0
5780,14560.0,M,Chicago,40.0,47802.0,2019-12-21,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1.0,2.44,6.5,Not Used,0.1,12/21/2019,4500.0,3112.73,12,OFF30,30.0
5795,17223.0,F,California,10.0,46868.0,2019-12-14,GGOEGGOA017399,Maze Pen,Office,523.0,0.79,12.91,Clicked,0.1,12/14/2019,4000.0,3434.31,12,OFF30,30.0
5796,14735.0,M,Chicago,46.0,46883.0,2019-12-14,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,3.0,2.44,6.5,Used,0.1,12/14/2019,4000.0,3434.31,12,OFF30,30.0
5797,16992.0,F,California,7.0,46883.0,2019-12-14,GGOEYFKQ020699,YouTube Custom Decals,Office,3.0,0.41,6.5,Clicked,0.1,12/14/2019,4000.0,3434.31,12,OFF30,30.0
5824,14457.0,F,New Jersey,4.0,46392.0,2019-12-11,GGOEGOCL087799,Google Large Standard Journal Navy,Office,76.0,12.87,37.51,Clicked,0.1,12/11/2019,4000.0,1612.93,12,OFF30,30.0
5831,16985.0,F,Chicago,5.0,46540.0,2019-12-12,GGOEGOLC014299,Google Metallic Notebook Set,Office,1.0,6.11,6.0,Clicked,0.1,12/12/2019,4000.0,2904.23,12,OFF30,30.0
5859,15421.0,F,California,49.0,46728.0,2019-12-13,GGOEGOAQ020099,Four Color Retractable Pen,Office,20.0,3.05,6.0,Clicked,0.1,12/13/2019,4000.0,3100.42,12,OFF30,30.0
5860,15311.0,F,Chicago,40.0,45923.0,2019-12-06,GGOEGGOA017399,Maze Pen,Office,3.0,1.01,6.0,Used,0.1,12/6/2019,3500.0,1957.58,12,OFF30,30.0
5873,13802.0,F,New Jersey,40.0,45911.0,2019-12-06,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1.0,3.05,20.0,Clicked,0.1,12/6/2019,3500.0,1957.58,12,OFF30,30.0
5894,12600.0,M,New York,39.0,47081.0,2019-12-16,GGOEYFKQ020699,YouTube Custom Decals,Office,2.0,0.51,6.0,Used,0.1,12/16/2019,4000.0,3116.98,12,OFF30,30.0
5895,12625.0,M,New Jersey,26.0,47084.0,2019-12-16,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1.0,3.05,6.0,Clicked,0.1,12/16/2019,4000.0,3116.98,12,OFF30,30.0
5921,15107.0,F,New York,20.0,46266.0,2019-12-09,GGOEYFKQ020699,YouTube Custom Decals,Office,1.0,0.51,6.0,Used,0.1,12/9/2019,3500.0,2481.51,12,OFF30,30.0
5922,14217.0,F,New York,10.0,46253.0,2019-12-09,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,3.0,3.05,6.0,Clicked,0.1,12/9/2019,3500.0,2481.51,12,OFF30,30.0
5940,14502.0,M,Chicago,22.0,45336.0,2019-12-01,GGOEGGOA017399,Maze Pen,Office,1.0,0.81,6.5,Clicked,0.1,12/1/2019,3000.0,2358.1,12,OFF30,30.0
5961,14438.0,F,New York,41.0,48440.0,2019-12-30,GGOEGOCJ093999,Google Large Standard Journal Grey,Office,4.0,16.3,6.0,Used,0.1,12/30/2019,4000.0,674.31,12,OFF30,30.0
5965,13089.0,F,New Jersey,25.0,45467.0,2019-12-03,GGOEYFKQ020699,YouTube Custom Decals,Office,1.0,0.41,6.5,Clicked,0.1,12/3/2019,3500.0,2011.57,12,OFF30,30.0
6008,13842.0,F,New York,5.0,47457.0,2019-12-18,GGOEAALB091514,Android Women's Peace Tee Black,Apparel,1.0,17.93,12.99,Not Used,0.18,12/18/2019,4500.0,663.46,12,SALE30,30.0
6080,16422.0,F,California,35.0,46016.0,2019-12-07,GGOEGAAB010513,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,4.33,6.0,Clicked,0.18,12/7/2019,3500.0,3396.14,12,SALE30,30.0
6082,15939.0,F,California,11.0,45950.0,2019-12-07,GGOEGAAB010513,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,4.0,4.33,6.0,Clicked,0.18,12/7/2019,3500.0,3396.14,12,SALE30,30.0
6230,14606.0,F,Chicago,33.0,47464.0,2019-12-19,GGOEGAEQ027917,Google Women's Short Sleeve Hero Tee White,Apparel,2.0,3.47,6.5,Used,0.18,12/19/2019,4500.0,2829.71,12,SALE30,30.0
6282,15885.0,F,California,39.0,47576.0,2019-12-19,GGOEGAEC090718,Google Tee Blue,Apparel,1.0,22.41,6.0,Clicked,0.18,12/19/2019,4500.0,2829.71,12,SALE30,30.0
6368,14606.0,F,Chicago,33.0,45797.0,2019-12-05,GGOEAAAB034814,Android BTTF Cosmos Graphic Tee,Apparel,2.0,8.15,6.5,Clicked,0.18,12/5/2019,3500.0,2973.53,12,SALE30,30.0
6437,16716.0,F,California,44.0,46314.0,2019-12-10,GGOEAAEB091713,Android Tone Hoodie Black,Apparel,1.0,48.92,6.5,Used,0.18,12/10/2019,4000.0,3897.2,12,SALE30,30.0
6442,15940.0,F,California,32.0,46356.0,2019-12-10,GGOEGAEJ028116,Google Women's Short Sleeve Badge Tee Grey,Apparel,1.0,3.47,6.5,Used,0.18,12/10/2019,4000.0,3897.2,12,SALE30,30.0
6496,14309.0,F,New Jersey,49.0,47072.0,2019-12-15,GGOEAALB091513,Android Women's Peace Tee Black,Apparel,1.0,17.93,6.5,Clicked,0.18,12/15/2019,4000.0,3577.45,12,SALE30,30.0
6542,16405.0,F,California,20.0,47059.0,2019-12-15,GGOEGAEJ028115,Google Women's Short Sleeve Badge Tee Grey,Apparel,2.0,4.33,6.0,Clicked,0.18,12/15/2019,4000.0,3577.45,12,SALE30,30.0
6829,16717.0,F,New York,42.0,46798.0,2019-12-13,GGOEGAEL091314,Google Crew Sweater Navy,Apparel,1.0,42.39,6.5,Not Used,0.18,12/13/2019,4000.0,3100.42,12,SALE30,30.0
6931,15694.0,F,New York,41.0,45833.0,2019-12-06,GGOEGAEL091315,Google Crew Sweater Navy,Apparel,1.0,52.99,6.0,Used,0.18,12/6/2019,3500.0,1957.58,12,SALE30,30.0
7026,14180.0,F,California,11.0,47087.0,2019-12-16,GGOEGAEJ028116,Google Women's Short Sleeve Badge Tee Grey,Apparel,2.0,3.47,6.5,Clicked,0.18,12/16/2019,4000.0,3116.98,12,SALE30,30.0
